Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
2026-02-20 00:00:00,1900-01-02 00:00:00,2026-02-27 00:00:00,2026-02-27 00:00:00,0000065009,2,LAND      ,7224,GREEN TEA PHYTOBASIC IN PG (3345L) KOSHER,15375,0.055522,853.65,ORORA     ,Default   ,FALSE,SO,,Orora Business Service Center,13397 Marlay Ave Ste A,,CA,92337-6946     ,          ,0,,Landsberg-Fullfillment Solutions,Fontana,Need special certificate COA before shipped,PCI-01    ,,-28.88962499999998
2026-02-20 00:00:00,1900-01-02 00:00:00,2026-02-27 00:00:00,2026-02-27 00:00:00,0000065009,3,LAND      ,6327,ALOE VERA LEAF GEL DECOLORIZED 10X # AG014 CAS#94349-62-9,21783.07,0.012741,277.54,ORORA     ,MEDICAL   ,FALSE,SO,,Orora Business Service Center,13397 Marlay Ave Ste A,,CA,92337-6946     ,          ,0,,Landsberg-Fullfillment Solutions,Fontana,Need special certificate COA before shipped,PCI-01    ,,
2026-02-20 00:00:00,1900-01-02 00:00:00,2026-02-27 00:00:00,2026-02-27 00:00:00,0000065009,4,LAND      ,6328,CARBOX WAX SENTRY POLYETHYLENE GLYCOL 600 NF CAS#25322-68-3,716188,0.009742,6977.1,ORORA     ,MEDICAL   ,FALSE,SO,,Orora Business Service Center,13397 Marlay Ave Ste A,,CA,92337-6946     ,          ,0,,Landsberg-Fullfillment Solutions,Fontana,Need special certificate COA before shipped,PCI-01    ,,
2026-02-20 00:00:00,1900-01-02 00:00:00,2026-02-27 00:00:00,2026-02-27 00:00:00,0000065009,5,LAND      ,6330,MENTHOL CAS#2216-51-5   KOSHER,9524,0.091107,867.7,ORORA     ,MEDICAL   ,FALSE,SO,,Orora Business Service Center,13397 Marlay Ave Ste A,,CA,92337-6946     ,          ,0,,Landsberg-Fullfillment Solutions,Fontana,Need special certificate COA before shipped,PCI-01    ,,
2026-02-20 00:00:00,1900-01-02 00:00:00,2026-02-27 00:00:00,2026-02-27 00:00:00,0000065009,6,LAND      ,5713,Polysorbate 20 CAS# 9005-64-5,112638,0.008159,919.01,ORORA     ,MEDICAL   ,FALSE,SO,,Orora Business Service Center,13397 Marlay Ave Ste A,,CA,92337-6946     ,          ,0,,Landsberg-Fullfillment Solutions,Fontana,Need special certificate COA before shipped,PCI-01    ,,
2026-02-20 00:00:00,1900-01-02 00:00:00,2026-02-27 00:00:00,2026-02-27 00:00:00,0000065009,7,LAND      ,7573,AUSTRALIAN TEA TREE OIL #50-6270-01,571.53,0.117212,66.99,ORORA     ,MEDICAL   ,FALSE,SO,,Orora Business Service Center,13397 Marlay Ave Ste A,,CA,92337-6946     ,          ,0,,Landsberg-Fullfillment Solutions,Fontana,Need special certificate COA before shipped,PCI-01    ,,
2025-11-21 00:00:00,2026-02-02 00:00:00,2026-03-02 00:00:00,2026-02-27 00:00:00,0000064771,1,BILL      ,1673,BI OVERLAY #1 - ITALY,400000,0.235,94000,LAVIPHARM ,MEDICAL   ,FALSE,SO,,Lavipharm SA,"12, Agias Marinas Street,19002 PEANIA",,..,Greece         ,          ,0,,Lavipharm SA,ATTICA,,PCI-01    ,,22146
2025-10-16 00:00:00,1900-01-02 00:00:00,2026-03-11 00:00:00,2026-01-19 00:00:00,0000064687,1,          ,5662,"MPM Regenecare Wound Gel 0.5 oz, MP00101",5000,0.98,4900,MPM       ,Filling OP,FALSE,SO,,"MPM Medical, Inc.","1801 Big Town Blvd, Suite 300",,TX,75149          ,          ,0,,"MPM Medical, Inc.",Mesquite,,PCI-01    ,,1159.3049999999998
2025-10-20 00:00:00,2025-12-29 00:00:00,2026-03-11 00:00:00,2026-02-09 00:00:00,0000064688,1,Ship      ,5005,IMPLUS SKIN BLISTER PADS 4742300,15600,3,46800,IMPLUS    ,MEDICAL   ,FALSE,SO,,Implus LLC,1957 T.W. Alexander Drive,,NC,27709          ,          ,0,,"Implus, LLC",Durham,contact FreightWise at shipping@freightwisellc.com with Sandra Tompkins on copy stompkins@4implus.com,,,24278.342399999998
2025-12-05 00:00:00,2026-03-22 00:00:00,2026-03-11 00:00:00,2026-03-11 00:00:00,0000064795,1,Athlone   ,4557,PREVENA PEEL AND PLACE TEGADERM SHORT (13Cm)  # 416129 Rev E,40000,1.247,49880,KCI IRE   ,MEDICAL   ,FALSE,SO,,KCII-IRE-IRM,IDA Business and Technology Park,,..,...            ,          ,0,Ship - BY OCEAN,KCI Manufacturing,"Athlone, Co. Westmeath N37XF22",,PCI-01    ,,19807.000000000007
2025-09-12 00:00:00,2026-02-16 00:00:00,2026-03-12 00:00:00,2026-03-12 00:00:00,0000064560,1,IRELAND   ,7235,HARMAC PRTD DRAPE ASSEMBLY P3113231 REV.A  (ROW),120000,0.5211,62532,HARM IRE  ,Drape&Mask,FALSE,SO,,Harmac Medical Products,IDA Business Park,,..,...            ,          ,0,,Harmac Medical Products,"Castlerea, County Roscommon",use expeditors***Heat treated Pallets,,,38329.920000000006
2025-10-29 00:00:00,1900-01-02 00:00:00,2026-03-13 00:00:00,2026-02-12 00:00:00,0000064718,1,          ,5440,MPM Regenecare HA Gel 0.5oz. MP00112,5000,1.54,7700,MPM       ,Filling OP,FALSE,SO,,"MPM Medical, Inc.","1801 Big Town Blvd, Suite 300",,TX,75149          ,          ,0,,"MPM Medical, Inc.",Mesquite,,PCI-01    ,,4408.87
2025-12-01 00:00:00,2026-01-05 00:00:00,2026-03-13 00:00:00,2026-03-13 00:00:00,0000064789,1,IRELAND   ,N-4001                  ,Large Filter Discs Samples,4000,1.675,6700,HARM IRE  ,MEDICAL   ,FALSE,SO,,Harmac Medical Products,IDA Business Park,,..,...            ,          ,0,,Harmac Medical Products,"Castlerea, County Roscommon",use expeditors***Heat treated Pallets,,,
2025-08-25 00:00:00,2026-03-16 00:00:00,2026-03-16 00:00:00,2026-03-16 00:00:00,0000064498,1,Laredo    ,4978,EMED SOFT-SITE TEGADERM DRESSING 112X51MM  MS-0010201,180000,0.1507,27126,EMED      ,MEDICAL   ,FALSE,SO,,EMED Technologies Corp,c/o EMED Technologies Corp,8101 San Gabriel,TX,78045          ,          ,0,,EILAN Trade Solutions,Laredo,Ship via FedEx Frt 3rd party  Account# 746608543 or fedex ground 1214-0520-2 Bill to: EMED Technologies Corp.,,,7341.12
2025-11-20 00:00:00,2025-12-05 00:00:00,2026-03-16 00:00:00,2026-03-16 00:00:00,0000064769,1,255       ,4152,"McKESSON 61-82044 DRESSING, HYDROGEL SHEET STR LF 4X4",1200,87.07,104484,MCKESSON  ,MEDICAL   ,FALSE,SO,,McKesson Medical Surgical,SEATTLE  #255,6520 S 228TH ST,WA,98032,          ,0,,MCKESSON MEDICAL-SURGICAL,KENT,,PCI-01    ,,18490.645199999988
2025-12-30 00:00:00,1900-01-02 00:00:00,2026-03-16 00:00:00,2026-03-16 00:00:00,0000064847,1,BILL      ,5859,"MPM MP00990 DRY VEIL CONTACT LAYER 36""X36"" (48ea/CS)",10000,2,20000,MPM       ,MEDICAL   ,FALSE,SO,,"MPM Medical, Inc.","1801 Big Town Blvd, Suite 300",,TX,75149          ,          ,0,,"MPM Medical, Inc.",Mesquite,,PCI-01    ,,8474.79
2025-10-14 00:00:00,1900-01-02 00:00:00,2026-03-18 00:00:00,2026-01-30 00:00:00,0000064682,1,          ,3424,"MPM Cool Magic Gel Sheet 6.0""x8.0"" OL MP00208",10000,6.3,63000,MPM       ,MEDICAL   ,FALSE,SO,,"MPM Medical, Inc.","1801 Big Town Blvd, Suite 300",,TX,75149          ,          ,0,,"MPM Medical, Inc.",Mesquite,,PCI-01    ,,14266.97
2026-01-08 00:00:00,2026-04-27 00:00:00,2026-03-18 00:00:00,2026-03-18 00:00:00,0000064882,1,ICS       ,7153,URGO - VASHE 250 ml Flip Top 00313,146004,1.88,274487.52,URGO      ,Filling OP,FALSE,SO,,URGO Medical,"167 International Blvd, Suite 550",,KY,40109          ,          ,0,,ICS (Urgo Medical),Brooks,ReceivingBrooks@icsconnect.com,,,111029.61782399997
2026-01-08 00:00:00,2026-04-20 00:00:00,2026-03-18 00:00:00,2026-03-18 00:00:00,0000064883,1,ICS       ,7155,URGO - VASHE 250 ml Instill 00316,3996,4.34,17342.64,URGO      ,Filling OP,FALSE,SO,,URGO Medical,"167 International Blvd, Suite 550",,KY,40109          ,          ,0,,ICS (Urgo Medical),Brooks,ReceivingBrooks@icsconnect.com,,,11650.206131999998
2025-10-29 00:00:00,2026-02-13 00:00:00,2026-03-20 00:00:00,1900-01-02 00:00:00,0000064717,2,ATLANTA   ,7486,"CARDINAL HEALTH TELFA ADHESIVE DRESSING 3""x4"" 7643",504,259.272,130673.09,COVIDMA   ,MEDICAL   ,FALSE,SO,,Patient Recovery,110 Kendall Park Lane,,GA,30336          ,          ,0,,Atlanta RC - US,Atlanta,**Effective 7/28/18 www.routingguides.com/cardinal%20health,,,68384.418984
2025-12-04 00:00:00,1900-01-02 00:00:00,2026-03-25 00:00:00,2026-02-27 00:00:00,0000064792,1,          ,3752,MPM 4 x 5 THIN FILM DRESSING STERILE MP00470,400,149.15,59660,MPM       ,MEDICAL   ,FALSE,SO,,"MPM Medical, Inc.","1801 Big Town Blvd, Suite 300",,TX,75149          ,          ,0,,"MPM Medical, Inc.",Mesquite,,PCI-01    ,,13688.842
2025-12-10 00:00:00,2026-02-28 00:00:00,2026-03-25 00:00:00,2026-03-25 00:00:00,0000064822,1,MORENO    ,6039,MEDLINE SURESITE 4 X 4.75 MSC2304,148,20.61,3050.28,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",16415 Cosmos Street,,CA,92551          ,          ,4,,Medline - SPT Division,Moreno Valley,call for dock appointment 951-296-2639 x 4237 or email yduran@medline.com,PCI-01    ,,1463.1951920000004
2025-12-17 00:00:00,2026-03-24 00:00:00,2026-03-25 00:00:00,2026-03-25 00:00:00,0000064827,1,NORTHPT   ,6039,MEDLINE SURESITE 4 X 4.75 MSC2304,4,20.61,82.44,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",1170 South Northpoint Blvd.,,IL,60085          ,          ,4,,Medline - SPT Division,Waukegan,,PCI-01    ,,39.54581600000001
2025-12-17 00:00:00,2026-03-08 00:00:00,2026-03-25 00:00:00,2026-03-25 00:00:00,0000064828,1,MORENO    ,6039,MEDLINE SURESITE 4 X 4.75 MSC2304,320,20.61,6595.2,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",16415 Cosmos Street,,CA,92551          ,          ,4,,Medline - SPT Division,Moreno Valley,call for dock appointment 951-296-2639 x 4237 or email yduran@medline.com,PCI-01    ,,3163.6652800000006
2025-12-29 00:00:00,2026-04-08 00:00:00,2026-03-25 00:00:00,2026-03-25 00:00:00,0000064839,1,LAREDO    ,6039,MEDLINE SURESITE 4 X 4.75 MSC2304,84,20.61,1731.24,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",12001 General Milton Dr,,TX,78045          ,          ,4,,Medline Industries,Laredo,"This location will be inactive Effective 7/17/17. new location 12001 General Milton Dr. Laredo, TX . If customer request NDA -  use  Fedex Collect # 326382027",PCI-01    ,,830.4621360000002
2025-12-29 00:00:00,2026-03-15 00:00:00,2026-03-25 00:00:00,2026-03-25 00:00:00,0000064843,1,MORENO    ,6039,MEDLINE SURESITE 4 X 4.75 MSC2304,132,20.61,2720.52,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",16415 Cosmos Street,,CA,92551          ,          ,4,,Medline - SPT Division,Moreno Valley,call for dock appointment 951-296-2639 x 4237 or email yduran@medline.com,PCI-01    ,,1305.0119280000004
2025-12-30 00:00:00,2026-04-06 00:00:00,2026-03-25 00:00:00,2026-03-25 00:00:00,0000064850,1,NORTHPT   ,6039,MEDLINE SURESITE 4 X 4.75 MSC2304,4,20.61,82.44,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",1170 South Northpoint Blvd.,,IL,60085          ,          ,4,,Medline - SPT Division,Waukegan,,PCI-01    ,,39.54581600000001
2026-01-20 00:00:00,2026-04-13 00:00:00,2026-03-25 00:00:00,2026-03-25 00:00:00,0000064921,1,MORENO    ,6039,MEDLINE SURESITE 4 X 4.75 MSC2304,428,20.61,8821.08,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",16415 Cosmos Street,,CA,92551          ,          ,4,,Medline - SPT Division,Moreno Valley,call for dock appointment 951-296-2639 x 4237 or email yduran@medline.com,PCI-01    ,,4231.402312000001
2025-10-08 00:00:00,1900-01-02 00:00:00,2026-03-26 00:00:00,2025-12-15 00:00:00,0000064658,1,          ,5674,MPM OraMagic Plus 8oz MP00224,2000,2.45,4900,MPM       ,Filling OP,FALSE,SO,,"MPM Medical, Inc.","1801 Big Town Blvd, Suite 300",,TX,75149          ,          ,0,,"MPM Medical, Inc.",Mesquite,,PCI-01    ,,1261.3700000000003
2025-09-17 00:00:00,1900-01-02 00:00:00,2026-03-27 00:00:00,2025-12-08 00:00:00,0000064578,1,          ,5671,MPM OraMagic Rx 12oz MP00213,1800,3.56,6408,MPM       ,Filling OP,FALSE,SO,,"MPM Medical, Inc.","1801 Big Town Blvd, Suite 300",,TX,75149          ,          ,0,,"MPM Medical, Inc.",Mesquite,,PCI-01    ,,2833.7004
2025-10-29 00:00:00,2026-02-13 00:00:00,2026-03-27 00:00:00,1900-01-02 00:00:00,0000064717,1,ATLANTA   ,7488,"CARDINAL HEALTH TELFA NON-ADHERENT DRESSING 3""x4"" 2132",882,170.4,150292.8,COVIDMA   ,MEDICAL   ,FALSE,SO,,Patient Recovery,110 Kendall Park Lane,,GA,30336          ,          ,0,,Atlanta RC - US,Atlanta,**Effective 7/28/18 www.routingguides.com/cardinal%20health,,,17464.449365999997
2026-01-29 00:00:00,2026-03-31 00:00:00,2026-03-30 00:00:00,2026-03-30 00:00:00,0000064938,1,          ,5668,MPM Regenecare HA Gel 3oz. MP00107,10000,2.34,23400,MPM       ,Filling OP,FALSE,SO,,"MPM Medical, Inc.","1801 Big Town Blvd, Suite 300",,TX,75149          ,          ,0,,"MPM Medical, Inc.",Mesquite,,PCI-01    ,,7417.689999999999
2026-02-09 00:00:00,1900-01-02 00:00:00,2026-03-30 00:00:00,2026-03-30 00:00:00,0000064976,1,          ,5660,MPM Antiseptic Wound & Skin Cleanser 8 fl.oz. MP00032,5800,2.2,12760,MPM       ,Filling OP,FALSE,SO,,"MPM Medical, Inc.","1801 Big Town Blvd, Suite 300",,TX,75149          ,          ,0,,"MPM Medical, Inc.",Mesquite,,PCI-01    ,,4717.882400000001
2025-08-25 00:00:00,2026-03-31 00:00:00,2026-03-31 00:00:00,2026-03-31 00:00:00,0000064501,1,Laredo    ,1917,EMED  2.375 X 2.75 PRTD DRESS,360000,0.12,43200,EMED      ,MEDICAL   ,FALSE,SO,,EMED Technologies Corp,c/o EMED Technologies Corp,8101 San Gabriel,TX,78045          ,          ,0,,EILAN Trade Solutions,Laredo,Ship via FedEx Frt 3rd party  Account# 746608543 or fedex ground 1214-0520-2 Bill to: EMED Technologies Corp.,,,18559.439999999995
2025-11-07 00:00:00,2026-01-19 00:00:00,2026-03-31 00:00:00,2026-03-31 00:00:00,0000064731,1,HEBRON    ,7940,Pause life vulva moisturizer 15mL with Xylitol,25000,3.01,75250,PAUSE     ,Filling OP,FALSE,SO,,"The Pause Life Supplements, LLC",1200 Worldwide Boulevard,,KY,41048          ,          ,0,,"The Pause Life Supplements, LLC",Hebron,,PCI-01    ,,53751.47499999999
2025-11-07 00:00:00,2026-01-19 00:00:00,2026-03-31 00:00:00,2026-03-31 00:00:00,0000064731,2,HEBRON    ,7941,Pause life vulva moisturizer 50mL with Xylitol,25000,5.53,138250,PAUSE     ,Filling OP,FALSE,SO,,"The Pause Life Supplements, LLC",1200 Worldwide Boulevard,,KY,41048          ,          ,0,,"The Pause Life Supplements, LLC",Hebron,,PCI-01    ,,65448.450000000004
2025-11-25 00:00:00,2026-03-31 00:00:00,2026-03-31 00:00:00,2026-03-31 00:00:00,0000064782,1,NJ        ,6319,EUROFINS SEMI-OCCLUSIVE STRIP,85000,0.33,28050,EUROFINS  ,MEDICAL   ,FALSE,SO,,"Eurofins CRL Cosmetics, Inc",371 Hoes Lane,Suite 100,NJ,08854          ,          ,0,,"Eurofins CRL Cosmetics, Inc",Piscataway Township,Ship UPS ground using acct# 49E-664,PCI-01    ,,11118.255000000003
2025-11-25 00:00:00,2026-03-31 00:00:00,2026-03-31 00:00:00,2026-03-31 00:00:00,0000064782,2,NJ        ,6320,EUROFINS  OCCLUSIVE TEST STRIP,70000,0.6,42000,EUROFINS  ,MEDICAL   ,FALSE,SO,,"Eurofins CRL Cosmetics, Inc",371 Hoes Lane,Suite 100,NJ,08854          ,          ,0,,"Eurofins CRL Cosmetics, Inc",Piscataway Township,Ship UPS ground using acct# 49E-664,PCI-01    ,,18413.289999999997
2026-01-08 00:00:00,2026-05-04 00:00:00,2026-03-31 00:00:00,2026-03-31 00:00:00,0000064881,1,ICS       ,7152,URGO - VASHE 118 ml Flip Top 00312,244992,1.71,418936.32,URGO      ,Filling OP,FALSE,SO,,URGO Medical,"167 International Blvd, Suite 550",,KY,40109          ,          ,0,,ICS (Urgo Medical),Brooks,ReceivingBrooks@icsconnect.com,,,171028.670208
2026-01-09 00:00:00,2026-02-23 00:00:00,2026-03-31 00:00:00,2026-03-31 00:00:00,0000064885,1,DEL RIO   ,104,"K-C AVENT TAPE  0.5"" ON MASK #ROSU00588 Rev 3",150000,0.291,43650,KC        ,MEDICAL   ,FALSE,SO,,"O&M Halyard, Inc",O&M Halyard-Del Rio Global Sales,14 Finegan Road,TX,78840          ,          ,0,,Halyard North Carolina,Del Rio,Use R & L - https://www.rlcarriers.com/freight/shipping/pickup-request,PCI-01    ,,16747.35
2026-02-05 00:00:00,2026-06-01 00:00:00,2026-03-31 00:00:00,2026-04-10 00:00:00,0000064967,1,ICS       ,7156,URGO - VASHE 475 ml Instill 00317,24996,5.08,126979.68,URGO      ,Filling OP,FALSE,SO,,URGO Medical,"167 International Blvd, Suite 550",,KY,40109          ,          ,0,,ICS (Urgo Medical),Brooks,ReceivingBrooks@icsconnect.com,,,80261.756064
2025-05-06 00:00:00,2025-07-18 00:00:00,2026-04-01 00:00:00,2026-02-20 00:00:00,0000064139,1,BILL      ,7751,PERIOSCIENCES AO PROVANTAGE GEL 30 mL,35000,4.15,145250,PERIO     ,Filling OP,FALSE,SO,,PerioSciences,9701 Green Park Industrial Drive,,MO,63123          ,          ,0,,PerioSciences,St. Louis,,PCI-01    ,,57469.125000000015
2025-05-06 00:00:00,2025-07-18 00:00:00,2026-04-01 00:00:00,2026-02-20 00:00:00,0000064139,2,BILL      ,7738,PERIOSCIENCES AO PROVANTAGE GEL 15ml,20000,2.58,51600,PERIO     ,Filling OP,FALSE,SO,,PerioSciences,9701 Green Park Industrial Drive,,MO,63123          ,          ,0,,PerioSciences,St. Louis,,PCI-01    ,,28537.74
2025-05-12 00:00:00,2026-01-12 00:00:00,2026-04-01 00:00:00,2026-01-12 00:00:00,0000064155,1,3440      ,5045,FREUDENBERG 30cm X 47cm Nonwoven Sheets 122P0463,25000,1.63,40750,FREUD     ,MEDICAL   ,FALSE,SO,,Freudenberg Performance Materials LP,3440 Industrial Drive,,NC,27704          ,          ,0,,Freudenberg Performance Materials LP,Durham,**DO NOT DOUBLE STACK LABEL - TAKE PHOTO**,,,14909.999999999996
2025-05-16 00:00:00,2026-03-01 00:00:00,2026-04-01 00:00:00,2026-04-01 00:00:00,0000064191,1,          ,5341,ISI EXTRA LARGE ALUMI-HAND 761,5245,11.6,60842,ISI       ,MEDICAL   ,FALSE,SO,,Instrument Specialists Inc,32390 IH 10 West,,TX,78006          ,          ,0,,Instrument Specialists Inc,Boerne,,PCI-01    ,,25118.362694999996
2025-10-29 00:00:00,2025-12-15 00:00:00,2026-04-01 00:00:00,2025-12-31 00:00:00,0000064719,1,ICS       ,N-4001                  ,Urgo Rework Item 603070 Lot # 49874,23160,0.7,16212,URGO      ,MEDICAL   ,FALSE,SO,,URGO Medical,"167 International Blvd, Suite 550",,KY,40109          ,          ,0,,ICS (Urgo Medical),Brooks,ReceivingBrooks@icsconnect.com,,,
2025-10-29 00:00:00,2025-12-15 00:00:00,2026-04-01 00:00:00,2025-12-31 00:00:00,0000064719,2,ICS       ,N-4001                  ,Urgo Rework Item 603071 Lot # 49875,49960,0.7,34972,URGO      ,MEDICAL   ,FALSE,SO,,URGO Medical,"167 International Blvd, Suite 550",,KY,40109          ,          ,0,,ICS (Urgo Medical),Brooks,ReceivingBrooks@icsconnect.com,,,
2025-10-29 00:00:00,2025-12-15 00:00:00,2026-04-01 00:00:00,2025-12-31 00:00:00,0000064719,3,ICS       ,N-4001                  ,Urgo Rework Item 603073 Lot # 47954,2760,0.7,1932,URGO      ,MEDICAL   ,FALSE,SO,,URGO Medical,"167 International Blvd, Suite 550",,KY,40109          ,          ,0,,ICS (Urgo Medical),Brooks,ReceivingBrooks@icsconnect.com,,,
2025-10-29 00:00:00,2025-12-15 00:00:00,2026-04-01 00:00:00,2025-12-31 00:00:00,0000064719,4,ICS       ,N-4001                  ,Urgo Rework Item 603073 Lot # 50921,2250,0.7,1575,URGO      ,MEDICAL   ,FALSE,SO,,URGO Medical,"167 International Blvd, Suite 550",,KY,40109          ,          ,0,,ICS (Urgo Medical),Brooks,ReceivingBrooks@icsconnect.com,,,
2025-12-18 00:00:00,2026-04-01 00:00:00,2026-04-01 00:00:00,2026-04-01 00:00:00,0000064833,1,G-Global  ,2977,MEDLINE DRSG SURESITE 4.75 X 4 FRAME/LABL (MSC52281),45,340,15300,CENTURION ,MEDICAL   ,FALSE,SO,,Centurion Medical Products Corp,C/O G-Global Logistics Inc,1776 Pan American St. Building B Suite 100,CA,92231          ,          ,26,,Centurion Medical,Calexico,,PCI-01    ,,3850.9750350000004
2025-09-22 00:00:00,1900-01-02 00:00:00,2026-04-03 00:00:00,2026-04-03 00:00:00,0000064597,1,BILL      ,7903,"NAWA ""Spritz"" cleanser",15000,2,30000,NAWA      ,Filling OP,FALSE,SO,,"NAWA, Inc","1688 Meridian Avenue, Suite 700", Florida,FL,33139          ,          ,0,,"NAWA, Inc",Miami Beach,,PCI-01    ,,1006.8599999999994
2026-01-21 00:00:00,2026-03-27 00:00:00,2026-04-03 00:00:00,1900-01-02 00:00:00,0000064925,1,GENEVA    ,4191,"ARGENTUM 4 X 8 PRTD ISLAND DRESSING, NS, ID-48",25000,0.68,17000,ARGENTUM  ,MEDICAL   ,FALSE,SO,,"Argentum Medical, LLC",2571 Kaneville Ct.,Attention: Lynn Uvodich,IL,60134          ,          ,0,,"Argentum Medical, LLC",Geneva,Contact Alexandra Carley to set up shipping 630-232-2510 x 146 or acarley@silverlon.com,,,8115.725
2026-01-21 00:00:00,2026-03-27 00:00:00,2026-04-03 00:00:00,1900-01-02 00:00:00,0000064925,2,GENEVA    ,3069,ARGENTUM 4 X 4 PRTD ISLAND DRSG NS; BULK,35000,0.81,28350,ARGENTUM  ,MEDICAL   ,FALSE,SO,,"Argentum Medical, LLC",2571 Kaneville Ct.,Attention: Lynn Uvodich,IL,60134          ,          ,0,,"Argentum Medical, LLC",Geneva,Contact Alexandra Carley to set up shipping 630-232-2510 x 146 or acarley@silverlon.com,,,23017.505000000005
2026-01-22 00:00:00,2026-02-27 00:00:00,2026-04-03 00:00:00,1900-01-02 00:00:00,0000064926,1,GENEVA    ,3693,ARGENTUM 3x4 PRTD ISLAND DRSG BULK,35000,0.62,21700,ARGENTUM  ,MEDICAL   ,FALSE,SO,,"Argentum Medical, LLC",2571 Kaneville Ct.,Attention: Lynn Uvodich,IL,60134          ,          ,0,,"Argentum Medical, LLC",Geneva,Contact Alexandra Carley to set up shipping 630-232-2510 x 146 or acarley@silverlon.com,,,14746.97
2026-02-05 00:00:00,2026-06-01 00:00:00,2026-04-08 00:00:00,2026-04-08 00:00:00,0000064966,1,ICS       ,7153,URGO - VASHE 250 ml Flip Top 00313,174996,1.88,328992.48,URGO      ,Filling OP,FALSE,SO,,URGO Medical,"167 International Blvd, Suite 550",,KY,40109          ,          ,0,,ICS (Urgo Medical),Brooks,ReceivingBrooks@icsconnect.com,,,133076.75817599997
2025-07-24 00:00:00,2026-04-10 00:00:00,2026-04-10 00:00:00,2026-04-10 00:00:00,0000064420,1,Buffalo   ,7236,HARMAC PRTD DRAPE ASSEMBLY W/LABEL - P3113251 Rev B.,50000,0.5322,26610,HARMAC    ,Drape&Mask,FALSE,SO,,"Harmac Medical Products, Inc",2201 Bailey Ave,,NY,14211          ,          ,0,,Harmac Medical Products,Buffalo,USE FEDEX FREIGHT,,,14690.350000000002
2026-01-09 00:00:00,2026-03-09 00:00:00,2026-04-14 00:00:00,2026-04-14 00:00:00,0000064884,1,DEL RIO   ,104,"K-C AVENT TAPE  0.5"" ON MASK #ROSU00588 Rev 3",150000,0.291,43650,KC        ,MEDICAL   ,FALSE,SO,,"O&M Halyard, Inc",O&M Halyard-Del Rio Global Sales,14 Finegan Road,TX,78840          ,          ,0,,Halyard North Carolina,Del Rio,Use R & L - https://www.rlcarriers.com/freight/shipping/pickup-request,PCI-01    ,,16747.35
2025-12-11 00:00:00,2026-04-15 00:00:00,2026-04-15 00:00:00,2026-04-15 00:00:00,0000064824,1,50        ,3917,KOB MEDICAL WC STRIPS 1/2 X 4 BULK NS 3/CD 46070945,10,1925,19250,KOB       ,MEDICAL   ,FALSE,SO,,KOB Medical Devices (Deutschland)GmbH,Lauterstrasse 50,,..,..             ,          ,0,,KOB Medical Devices (Deutschland)GmbH,67752 Wolfstein,"Must include Qty, gross & Net weight & tariff # on commercial invoice.*******",,,8028.055830000001
2026-02-05 00:00:00,2026-06-15 00:00:00,2026-04-15 00:00:00,2026-04-15 00:00:00,0000064965,1,ICS       ,7152,URGO - VASHE 118 ml Flip Top 00312,49992,1.71,85486.32,URGO      ,Filling OP,FALSE,SO,,URGO Medical,"167 International Blvd, Suite 550",,KY,40109          ,          ,0,,ICS (Urgo Medical),Brooks,ReceivingBrooks@icsconnect.com,,,34899.365208
2026-02-05 00:00:00,2026-03-31 00:00:00,2026-04-15 00:00:00,2026-04-15 00:00:00,0000064968,2,BILL      ,7561,ioTech ioRinse Ultra 16 oz,15000,1.57,23550,IOTECH    ,Filling OP,FALSE,SO,,Iotech International,170 Commerce Rd.,Suite 1,FL,33426          ,          ,0,,Iotech International,Boynton Beach,“Please reach out to Mark Bloom with pallet counts and weights for shipping instructions to Iotech”.,,,18308.985
2025-10-29 00:00:00,2026-02-13 00:00:00,2026-04-16 00:00:00,2026-04-16 00:00:00,0000064717,3,ATLANTA   ,7488,"CARDINAL HEALTH TELFA NON-ADHERENT DRESSING 3""x4"" 2132",198,170.4,33739.2,COVIDMA   ,MEDICAL   ,FALSE,SO,,Patient Recovery,110 Kendall Park Lane,,GA,30336          ,          ,0,,Atlanta RC - US,Atlanta,**Effective 7/28/18 www.routingguides.com/cardinal%20health,,,3920.590673999999
